gene,MCX20,MCX21,p_val,avg_logFC,pct.1,pct.2,p_val_adj,status,gene-name,chromosome,genetic-category,gene-score,syndromic,number-of-reports
NTRK3,2.5325331141076006,2.446841517847744,6.56109329267563e-14,0.08569159625985678,0.892,0.91,1.1435985609133623e-9,9,"neurotrophic tyrosine kinase, receptor, type 3",15,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,13
ST8SIA2,0.13153639510720533,0.050008997722163426,4.383914935545431e-12,0.081527397385042,0.036,0.017,7.641163732655685e-8,9,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",15,"Rare Single Gene Mutation, Genetic Association",2,0,9
CHD2,1.7067811515244131,1.6912761526192108,0.6087692935989774,0.015504998905202294,0.666,0.724,1,9,Chromodomain helicase DNA binding protein 2,15,"Rare Single Gene Mutation, Syndromic",1,0,34
MEGF11,0.3812225727731424,0.5339586293048264,1.9754102769224192e-8,-0.1527360565316841,0.102,0.134,3.4431401126757766e-4,9,multiple EGF like domains 11,15,Rare Single Gene Mutation,3,0,5
ZWILCH,0.037691039010128206,0.048357030174375364,0.010285746628215338,-0.01066599116424713,0.011,0.017,1,9,zwilchkinetochore protein,15,Rare Single Gene Mutation,3,0,4
CASC4,0.33648674993714917,0.34526170438745674,1.994938098341242e-5,-0.00877495445030757,0.107,0.134,0.34771771054087847,9,cancer susceptibility candidate 4,15,Rare Single Gene Mutation,3,0,4
CTCF,0.4375021351928926,0.40967181207345504,0.03383094752376846,0.027830323119437506,0.143,0.161,1,9,CCCTC-binding factor,16,"Rare Single Gene Mutation, Syndromic, Functional",1,0,14
WWOX,1.5447892068055724,1.5881606876657446,2.484276570036192e-4,-0.04337148086017195,0.514,0.566,1,9,WW domain containing oxidoreductase,16,"Rare Single Gene Mutation, Syndromic",2,0,9
CMIP,0.4466184486945606,0.4443826510028973,0.11115205754968079,0.002235797691663377,0.113,0.123,1,9,c-Maf inducing protein,16,"Rare Single Gene Mutation, Genetic Association",3,0,6
CDH13,0.7640128576526515,0.8102877619270461,0.03647498552708214,-0.046274904274394624,0.16,0.174,1,9,cadherin 13,16,Rare Single Gene Mutation,2,0,3
SLC7A5,0.09158206028205235,0.09170091011475476,0.01251230796689061,-1.1884983270243898e-4,0.025,0.033,1,9,solute carrier family 7 member 5,16,Functional,2,0,2
ANKRD11,1.8954262731173976,1.6652042056661,4.9355548795034113e-51,0.23022206745129759,0.737,0.723,8.602672154974446e-47,9,ankyrin repeat domain 11,16,"Rare Single Gene Mutation, Syndromic",1,0,43
CHMP1A,0.1895737996553209,0.1957528131308428,0.004779425997142255,-0.006179013475521744,0.059,0.072,1,9,charged multivesicular body protein 1A,16,"Rare Single Gene Mutation, Syndromic",2,0,5
TERF2,0.08376945731662529,0.0959075516271732,2.3136626065660786e-4,-0.012138094310547978,0.025,0.037,1,9,Telomeric repeat binding factor 2,16,Rare Single Gene Mutation,2,0,3
TSHZ3,0.1200310588415253,0.13487496621292724,0.04453921310600385,-0.014843907371401954,0.033,0.04,1,9,teashirt zinc finger homeobox 3,19,"Rare Single Gene Mutation, Functional",1,0,3
CDH8,1.435043128885019,1.5267589256098275,1.1813453550342219e-18,-0.09171579672480878,0.487,0.598,2.0590849538246487e-14,9,"cadherin 8, type 2",16,Rare Single Gene Mutation,3,0,10
CDH11,0.8365630924343704,0.7183831162252516,1.0281638387707996e-4,0.11817997620911891,0.282,0.264,1,9,cadherin 11,16,Rare Single Gene Mutation,3,0,4
MBD4,0.15701820372770783,0.16401487957268954,0.030301799060326918,-0.006996675844981759,0.05,0.059,1,9,methyl-CpG binding domain protein 4,3,Rare Single Gene Mutation,3,0,7
SRGAP3,0.29988625447455375,0.2873954471467512,0.17704767896369208,0.012490807327802389,0.097,0.106,1,9,SLIT-ROBO Rho GTPase activating protein 3,3,Rare Single Gene Mutation,3,0,4
OXTR,0.002965525464831179,0.0031297256792163445,0.5595304375909361,-1.6420021438528967e-4,0.001,0.001,1,9,oxytocin receptor,3,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,44
GRM7,1.8769062257209528,1.8293800058112824,0.10975932684028918,0.04752621990967043,0.699,0.746,1,9,"Glutamate receptor, metabotropic 7",3,"Rare Single Gene Mutation, Genetic Association",3,0,13
ITPR1,2.887596800175996,2.855193374119271,0.08036533494275801,0.03240342605672497,0.933,0.934,1,9,"inositol 1,4,5-trisphosphate receptor type 1",3,Rare Single Gene Mutation,3,0,9
CNTN6,0.14381438060077323,0.2159849911401422,3.875999022216783e-7,-0.0721706105393691,0.034,0.052,0.006755866295723853,9,Contactin 6,3,"Rare Single Gene Mutation, Genetic Association",2,0,13
FOXP1,3.6033974212064828,3.597127014240692,0.837850224538959,0.00627040696579062,0.946,0.945,1,9,forkhead box P1,3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,48
PRICKLE2,0.22508828152800398,0.19039769548583269,0.12613467794831687,0.03469058604217129,0.063,0.057,1,9,prickle planar cell polarity protein 2,3,"Rare Single Gene Mutation, Functional",2,0,3
CADPS,1.5369364757804276,1.6456259578604264,1.0779969482084104e-15,-0.10868948207999884,0.595,0.689,1.8789486807272593e-11,9,calcium dependent secretion activator,3,"Rare Single Gene Mutation, Genetic Association",3,0,3
FEZF2,0.032778311174533024,0.022238217463187476,0.23900063562674456,0.010540093711345674,0.009,0.007,1,9,FEZ family zinc finger 2,3,"Rare Single Gene Mutation, Genetic Association",3,0,8
FHIT,0.6667232131032466,0.7503851000173329,8.870869346925308e-10,-0.08366188691408638,0.207,0.255,1.5461925271690812e-5,9,fragile histidine triad gene,3,"Rare Single Gene Mutation, Genetic Association",3,0,12
QRICH1,0.25792038694446884,0.2698687613647108,0.001419816388243389,-0.011948374420241825,0.083,0.101,1,9,glutamine rich 1,3,Rare Single Gene Mutation,3,0,3
SLC6A8,0.33411496668666574,0.3466355479504765,0.003778310719201454,-0.012520581263810893,0.102,0.12,1,9,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",X,"Rare Single Gene Mutation, Syndromic",3,0,12
SETD5,0.5215968096727404,0.5879613105449657,1.6949235475467144e-12,-0.06636450087222534,0.18,0.238,2.9542517433739232e-8,9,SET domain containing 5,3,"Rare Single Gene Mutation, Syndromic",1,0,23
PLXNB1,0.09405732530191925,0.1106323819975226,0.01642337336318444,-0.01657505669560337,0.028,0.035,1,9,plexin B1,3,Rare Single Gene Mutation,2,0,3
ASB14,0.005077834870930051,0.005715860909013869,0.5256356171891838,-6.38026038083943e-4,0.002,0.002,1,9,ankyrin repeat and SOCS box containing 14,3,Rare Single Gene Mutation,3,0,4
CACNA2D3,3.6049148785658613,3.648319326640709,2.6823701479348045e-7,-0.04340444807484767,0.947,0.953,0.004675371167850364,9,"Calcium channel, voltage-dependent, alpha 2/delta subunit 3",3,Rare Single Gene Mutation,2,0,6
CACNA1D,1.2121559449095463,1.1106455957640495,0.004084880894334986,0.10151034914549673,0.449,0.462,1,9,"calcium channel, voltage-dependent, L type, alpha 1D",3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,20
GPX1,0.14821957026932056,0.1309219077768035,0.710198868465832,0.01729766249251702,0.04,0.039,1,9,glutathione peroxidase 1,3,Genetic Association,3,0,5
AMT,0.013439455523811823,0.01895686479672993,0.07949948754163533,-0.005517409272918192,0.005,0.007,1,9,Aminomethyltransferase,3,Rare Single Gene Mutation,2,0,1
ATP2B2,4.155496120054662,4.143648089998306,0.007174034378220645,0.011848030056355263,0.991,0.99,1,9,"ATPase, Ca++ transporting, plasma membrane 2",3,"Rare Single Gene Mutation, Genetic Association",2,0,9
SLC6A1,2.387536326281334,2.336354699090043,9.605050100546505e-5,0.051181627191291046,0.875,0.9,1,9,"Solute carrier family 6 (neurotransmitter transporter), member 1",3,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,24
SYN2,1.579118276827968,1.4914361191188106,3.515878131351146e-6,0.08768215770915733,0.579,0.582,0.061281755829450474,9,Synapsin II,3,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,6
RAB43,0.12657055974736103,0.11478532798895967,0.8746257405892387,0.011785231758401321,0.036,0.037,1,9,"RAB43, member RAS oncogene family",3,Rare Single Gene Mutation,2,0,2
PHF2,0.5909677907879833,0.5825731438822311,0.013143133266053465,0.008394646905752201,0.206,0.233,1,9,PHD finger protein 2,9,Rare Single Gene Mutation,2,0,5
CCNG1,0.07451278193913996,0.07585212696094921,0.6610485052801032,-0.0013393450218093378,0.022,0.024,1,9,cyclin G1,5,Rare Single Gene Mutation,2,0,1
NUDCD2,0.1454129913461045,0.1541049965051715,0.003716297333254472,-0.008692005159067151,0.042,0.053,1,9,NudC domain containing 2,5,Rare Single Gene Mutation,2,0,3
P4HA2,0.05933490024360377,0.04056280091150217,0.18442959600487008,0.018772099332101604,0.019,0.016,1,9,"Prolyl 4-hydroxylase, alpha polypeptide II",5,Rare Single Gene Mutation,2,0,4
PPP2CA,0.3946340082888073,0.3120837964519929,0.005955931972658579,0.08255021183681438,0.125,0.112,1,9,protein phosphatase 2 catalytic subunit alpha,5,Syndromic,NA,1,1
CAMK2A,2.2452942762913453,2.173233374662446,7.071461975629821e-6,0.07206090162889911,0.856,0.881,0.12325558223522778,9,calcium/calmodulin dependent protein kinase II alpha,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",3,1,8
GRIA1,3.1508663325067983,3.1084067969299425,8.829019134173587e-4,0.04245953557685578,0.935,0.94,1,9,glutamate ionotropic receptor AMPA type subunit 1,5,Rare Single Gene Mutation,2,0,6
UIMC1,0.5109402336373066,0.44109496696526634,0.3840785210871092,0.06984526667204033,0.18,0.181,1,9,ubiquitin interaction motif containing 1,5,Rare Single Gene Mutation,3,0,3
NSD1,0.6563520765830662,0.6864717321569463,1.542281701257105e-6,-0.03011965557388019,0.233,0.281,0.02688197005291134,9,nuclear receptor binding SET domain protein 1,5,"Rare Single Gene Mutation, Syndromic",1,0,14
DRD1,0.8790827274387004,0.6926552751747436,1.1832599274565677e-10,0.18642745226395685,0.313,0.283,2.0624220535567977e-6,9,Dopamine receptor D1,5,"Genetic Association, Functional",3,0,4
CPEB4,1.738700284552451,1.7435962142917063,0.13126967573313808,-0.004895929739255234,0.692,0.751,1,9,cytoplasmic polyadenylation element binding protein 4,5,Functional,2,0,1
ADRB2,0.14043425049230246,0.11254797077389607,0.4215056155610078,0.02788627971840653,0.036,0.033,1,9,"adrenergic, beta-2-, receptor, surface",5,Genetic Association,3,0,10
RBM27,0.2871402828082062,0.27526360715096976,0.2844745889807206,0.01187667565723638,0.095,0.102,1,9,RNA binding motif protein 27,5,Rare Single Gene Mutation,2,0,3
DPYSL3,0.09651469981754153,0.06273899662207497,0.020040977403752762,0.03377570319546651,0.027,0.021,1,9,dihydropyrimidinase like 3,5,Rare Single Gene Mutation,3,0,2
SYT17,0.02287648598520877,0.014830471230999582,0.5692488107786672,0.008046014754209121,0.006,0.005,1,9,synaptotagmin XVII,16,Genetic Association,3,0,2
DNAH3,0.044000660338185595,0.04414747034470523,0.07717537220411308,-1.4681000651956683e-4,0.014,0.018,1,9,dynein axonemal heavy chain 3,16,Rare Single Gene Mutation,3,0,4
TRRAP,0.6551167371052321,0.6993329347106002,4.043304299122555e-9,-0.04421619760536799,0.231,0.289,7.047479393370613e-5,9,transformation/transcription domain associated protein,7,"Rare Single Gene Mutation, Syndromic",3,1,8
PRKAR1B,0.5661041275135301,0.5533702145047258,0.004912556431684505,0.012733913008804332,0.187,0.214,1,9,protein kinase cAMP-dependent type I regulatory subunit beta,7,Rare Single Gene Mutation,3,0,4
CARD11,0.0029069346873415104,0.0069401735922190325,0.3416196951514325,-0.004033238904877494,0.001,0.002,1,9,caspase recruitment domain family member 11,7,Rare Single Gene Mutation,3,0,1
SLC29A4,0.2250673696834536,0.22195392687437787,0.03167375992506046,0.0031134428090757726,0.07,0.081,1,9,solute carrier family 29 member 4,7,Rare Single Gene Mutation,3,0,1
SMURF1,0.6929247737044762,0.7259913558756405,4.718565939342582e-9,-0.033066582171164205,0.226,0.282,8.224460432274122e-5,9,SMAD specific E3 ubiquitin protein ligase 1,7,Rare Single Gene Mutation,3,0,2
RAI1,0.8419154168652209,0.9210404924033071,5.55866865157401e-12,-0.07912507553808623,0.311,0.385,9.688759459693499e-8,9,retinoic acid induced 1,17,"Rare Single Gene Mutation, Syndromic",1,0,21
CACNA1H,0.21217485974146177,0.18222852811286083,0.19056948825238726,0.02994633162860086,0.059,0.054,1,9,"calcium channel, voltage-dependent, alpha 1H subunit",16,Rare Single Gene Mutation,2,0,25
TSC2,0.32231102677183987,0.30299461902219993,0.1202073074835312,0.01931640774963994,0.11,0.121,1,9,tuberous sclerosis 2,16,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,30
TRAF7,0.202221464093788,0.20008113482932957,0.03259853595817428,0.002140329264458507,0.065,0.076,1,9,TNF receptor associated factor 7,16,"Rare Single Gene Mutation, Syndromic",3,1,4
GRID2IP,0.041659412369299875,0.02652650029148778,0.006620618138934295,0.015132912077812224,0.014,0.009,1,9,Grid2 interacting protein,7,Rare Single Gene Mutation,3,0,4
PRKCB,0.35292299139337174,0.33095404517998395,0.18353883325348905,0.021968946213387852,0.114,0.124,1,9,protein kinase C beta,16,"Rare Single Gene Mutation, Genetic Association",2,0,6
GRIN2A,2.305820802064336,2.1843245416927037,6.776912725176157e-15,0.1214962603716323,0.811,0.815,1.181215887998204e-10,9,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",16,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,39
USP7,0.9510992431225315,0.8772832532123505,0.13177322282340986,0.07381598991018112,0.359,0.374,1,9,Ubiquitin specific peptidase 7 (herpes virus-associated),16,"Rare Single Gene Mutation, Syndromic",2,1,7
ABAT,0.8298910597067599,0.9045074151279294,3.4597138615152614e-14,-0.0746163554211694,0.298,0.382,6.030281260621101e-10,9,4-aminobutyrate aminotransferase,16,"Rare Single Gene Mutation, Genetic Association",3,0,5
RBFOX1,4.617128313271495,4.673678805158063,6.9507567370485195e-15,-0.05655049188656758,0.984,0.99,1.2115168992675569e-10,9,"RNA binding protein, fox-1 homolog (C. elegans) 1",16,"Rare Single Gene Mutation, Genetic Association",2,0,34
CREBBP,0.9266587394312085,0.9170708583095613,0.0015203319752036947,0.009587881121647324,0.347,0.401,1,9,CREB binding protein,16,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,27
METTL26,0.2653690490207194,0.23225397928930577,0.743003435826164,0.03311506973141376,0.085,0.085,1,9,methyltransferase like 26,16,Rare Single Gene Mutation,3,0,2
ADORA2A,0.29961905122662236,0.30338573956987624,0.008219676274914147,-0.0037666883432539433,0.101,0.117,1,9,adenosine A2a receptor,22,Genetic Association,3,0,7
BICDL1,0.4697733078459574,0.4891645922302027,1.2236709434415923e-5,-0.01939128438424531,0.16,0.196,0.21328584544186954,9,BICD family like cargo adaptor 1,12,Genetic Association,3,0,2
MED13L,1.3249944793077828,1.3660326419098163,1.3903494791043158e-4,-0.04103816260203352,0.524,0.597,1,9,Mediator complex subunit 13-like,12,"Rare Single Gene Mutation, Syndromic",1,0,31
CLTCL1,0.3070783018285799,0.32124335086001715,0.006013979601053314,-0.014165049031437227,0.104,0.121,1,9,"clathrin, heavy chain-like 1",22,Rare Single Gene Mutation,3,0,6
TOP3B,0.13171086459324008,0.13549631305384333,0.009039021884885227,-0.00378544846060333,0.041,0.051,1,9,Topoisomerase (DNA) III beta,22,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,6
GNB1L,0.2830728853351791,0.29314213313837395,0.0012804014587059784,-0.010069247803194903,0.093,0.112,1,9,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",22,"Rare Single Gene Mutation, Genetic Association",3,0,2
EP400,0.22530772204661445,0.2234561745151311,0.0168254189470125,0.0018515475314833663,0.071,0.083,1,9,E1A binding protein p400,12,Rare Single Gene Mutation,2,0,6
PTPN11,0.16586043832707595,0.18187767687040923,0.0057119431535829265,-0.016017238543333284,0.051,0.062,1,9,"protein tyrosine phosphatase, non-receptor type 11",12,"Rare Single Gene Mutation, Syndromic",1,0,16
HECTD4,0.3752851757035401,0.40703304496864096,4.268158456347352e-6,-0.03174786926510098,0.13,0.162,0.07439400189413435,9,HECT domain E3 ubiquitin protein ligase 4,12,Rare Single Gene Mutation,1,0,4
CUX2,0.3254751656183268,0.34389003931695483,0.0011683218814748358,-0.01841487369862793,0.089,0.108,1,9,cut like homeobox 2,12,"Rare Single Gene Mutation, Syndromic",3,1,7
SETD1B,0.36087100980613884,0.3528563400510515,0.027756033356201644,0.008014669755087245,0.121,0.137,1,9,SET domain containing 1B,12,"Rare Single Gene Mutation, Syndromic",3,1,9
DENR,0.18918852495482302,0.1338255013442777,0.01288148298965866,0.05536302361054524,0.055,0.046,1,9,density-regulated protein,12,Rare Single Gene Mutation,2,0,3
ATP6V0A2,0.17852982750991161,0.2042946986574978,2.0714424887208015e-6,-0.0257648711475863,0.054,0.076,0.03610524257840357,9,ATPase H+ transporting V0 subunit a2,12,Rare Single Gene Mutation,3,0,3
DNAH10,0.0147978554450546,0.013449989664430574,0.8163276926497846,0.0013478657806241193,0.005,0.005,1,9,"Dynein, axonemal, heavy chain 10",12,Rare Single Gene Mutation,3,0,6
SRCAP,0.04706989874887989,0.03386279575100552,0.16608882411808684,0.013207102997874247,0.014,0.012,1,9,Snf2 related CREBBP activator protein,16,Rare Single Gene Mutation,1,0,5
TAOK2,0.308887230742758,0.2763922838888601,0.6555804148254873,0.032494946853897866,0.097,0.101,1,9,TAO kinase 2,16,"Rare Single Gene Mutation, Functional",2,0,5
BCKDK,0.1183564754469852,0.17149964566419135,5.252816910169594e-13,-0.053143170217206215,0.036,0.064,9.155659874425602e-9,9,Branched chain ketoacid dehydrogenase kinase,16,Rare Single Gene Mutation,1,0,4
GRIN1,2.638638233314284,2.71432336555869,2.7230017619521558e-17,-0.07568513224440565,0.917,0.942,4.746192071082608e-13,9,"Glutamate receptor, ionotropic, N-methyl D-aspartate 1",9,"Rare Single Gene Mutation, Functional",2,0,17
PNPLA7,0.550227787816552,0.5053983258800472,0.2462335319644534,0.04482946193650483,0.191,0.208,1,9,patatin like phospholipase domain containing 7,9,Rare Single Gene Mutation,3,0,3
CACNA1B,1.852006225884469,1.8021506105442457,3.778791035196889e-5,0.0498556153402232,0.704,0.717,0.6586432774348178,9,calcium voltage-gated channel subunit alpha1 B,9,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,9
STXBP1,0.5158825939238093,0.4999977469036609,0.09677354045154338,0.01588484702014853,0.179,0.196,1,9,Syntaxin binding protein 1,9,"Rare Single Gene Mutation, Syndromic, Functional",1,0,40
ASTN2,2.274362759178119,2.1244170168450323,7.674250575044407e-29,0.14994574233308677,0.831,0.834,1.33762187523024e-24,9,astrotactin 2,9,"Rare Single Gene Mutation, Genetic Association",2,0,13
SLC27A4,0.07300405473618096,0.06045926241079338,0.9856710375280745,0.012544792325387619,0.022,0.022,1,9,"Solute carrier family 27 (fatty acid transporter), member 4",9,Rare Single Gene Mutation,3,0,1
SET,0.4550341997188073,0.3680305145866383,0.025182132107105112,0.08700368513216916,0.139,0.13,1,9,SETnuclear proto-oncogene,9,Rare Single Gene Mutation,2,0,4
DOLK,0.03424861523641652,0.040508884991119785,0.05236066090525354,-0.0062602697547033195,0.01,0.014,1,9,dolichol kinase,9,Syndromic,NA,1,2
POMT1,0.04071929614901387,0.034142821855982795,0.8592887201419148,0.0065764742930310635,0.012,0.012,1,9,protein O-mannosyltransferase 1,9,Rare Single Gene Mutation,3,0,2
NTNG2,0.06857598757357829,0.10001601313170012,8.025201398728532e-5,-0.031440025558121865,0.021,0.032,1,9,netrin G2,9,Syndromic,NA,1,1
TSC1,0.43908467362863396,0.3496729357937603,0.08431275419324384,0.08941173783487366,0.142,0.136,1,9,tuberous sclerosis 1,9,"Rare Single Gene Mutation, Syndromic",1,0,20
LMX1B,0.17397735272636433,0.18427478011115064,0.024016165917646954,-0.010297427384786478,0.051,0.061,1,9,LIM homeobox transcription factor 1 beta,9,Genetic Association,2,0,1
SLC38A10,0.20678495597532717,0.16559526477158398,0.5044854731401398,0.04118969120374305,0.066,0.064,1,9,"solute carrier family 38, member 10",17,Rare Single Gene Mutation,2,0,2
DNAH17,0.011513918818041768,0.010745295413566482,0.6400108648107434,7.68623404475248e-4,0.003,0.004,1,9,dynein axonemal heavy chain 17,17,Rare Single Gene Mutation,3,0,5
PRKCA,1.8537005439420273,1.8016304126276965,0.17245809084563124,0.0520701313143308,0.679,0.721,1,9,protein kinase C alpha,17,Rare Single Gene Mutation,3,0,4
PSMD12,0.31088406782520495,0.3160329581587629,0.0012827497235239533,-0.005148890333557976,0.1,0.121,1,9,"proteasome 26S subunit, non-ATPase 12",17,Syndromic,1,0,3
RNF135,0.03011432092093609,0.03715856002964674,0.08353858378326309,-0.007044239108710642,0.009,0.012,1,9,Ring finger protein 135,17,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,4
MYH10,0.5570150793192549,0.5529506208803949,0.011792335644304206,0.004064458438859941,0.197,0.224,1,9,myosin heavy chain 10,17,Rare Single Gene Mutation,2,0,5
CACNA1G,1.0103774873115663,1.1849974761432138,4.283836937300782e-60,-0.17461998883164753,0.3,0.464,7.466727781715263e-56,9,"calcium channel, voltage-dependent, T type, alpha 1G subunit",17,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,20
MNT,0.2021427646063116,0.14468866286547544,0.021587588155416993,0.057454101740836094,0.063,0.054,1,9,MAX network transcriptional repressor,17,Genetic Association,3,0,1
NF1,0.537440685930387,0.5985355208877849,1.6248284509268282e-13,-0.06109483495739798,0.186,0.248,2.8320759899654616e-9,9,"neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)",17,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,24
GGNBP2,0.2681616320598864,0.3324803573771289,1.698353796062208e-12,-0.06431872531724248,0.088,0.128,2.9602306665364286e-8,9,gametogenetin binding protein 2,17,Rare Single Gene Mutation,2,0,2
PPM1D,0.0958584979104153,0.11151528100781544,0.004747859247352242,-0.015656783097400248,0.029,0.039,1,9,"protein phosphatase, Mg2+/Mn2+ dependent 1D",17,"Rare Single Gene Mutation, Syndromic",3,1,6
MED13,0.508552589682252,0.5022016982253279,6.725568115476502e-4,0.006350891456924135,0.174,0.206,1,9,mediator complex subunit 13,17,"Rare Single Gene Mutation, Syndromic",1,0,4
P2RX5,0.11964814334801362,0.09705702078818161,0.23261570932640838,0.02259112255983206,0.039,0.035,1,9,"Purinergic receptor P2X, ligand gated ion channel, 5",17,Rare Single Gene Mutation,2,0,3
NCOR1,0.47890092767687575,0.4849731260267545,3.665554935369212e-4,-0.006072198349878544,0.167,0.197,1,9,nuclear receptor corepressor 1,17,"Rare Single Gene Mutation, Functional",2,0,6
SLC6A4,0.003209472541602706,0.004140359163680225,0.8031887739707242,-9.308866220777037e-4,0.001,0.001,1,9,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",17,"Rare Single Gene Mutation, Genetic Association",3,0,26
SMG6,0.4323031311629418,0.44092511349101154,9.301924087396608e-5,-0.008621982328069655,0.149,0.179,1,9,"SMG6, nonsense mediated mRNA decay factor",17,Rare Single Gene Mutation,3,0,2
YWHAE,0.8311521703191344,0.7007114364545403,1.3883260836368097e-4,0.13044073386459398,0.291,0.279,1,9,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,17,Rare Single Gene Mutation,3,0,5
CUX1,1.2424683243414718,1.3025586961270015,1.533609385782637e-9,-0.06009037178552967,0.463,0.55,2.6730811594191365e-5,9,cut like homeobox 1,7,"Rare Single Gene Mutation, Functional",2,0,6
GTF2I,0.4247602566164462,0.46280150328617337,1.8324146537151015e-9,-0.03804124666972719,0.144,0.188,3.193898741425422e-5,9,general transcription factor IIi,7,"Rare Single Gene Mutation, Genetic Association",3,0,5
STX1A,0.40270906905799575,0.4196427551395475,2.772525814805417e-5,-0.016933686081551713,0.14,0.171,0.4832512495205842,9,Syntaxin 1A (brain),7,"Rare Single Gene Mutation, Genetic Association",3,0,6
RALGAPB,0.47871751886296526,0.5009910878396904,9.491578110880078e-7,-0.022273568976725056,0.166,0.206,0.016543820647263976,9,Ral GTPase activating protein non-catalytic beta subunit,20,Rare Single Gene Mutation,2,0,3
PTPRT,1.963727367671659,2.0778049439928616,6.815330788763281e-21,-0.11407757632120274,0.713,0.805,1.18791215648144e-16,9,"protein tyrosine phosphatase, receptor type, T",20,"Rare Single Gene Mutation, Functional",3,0,9
ADA,0.023009206766746882,0.020535203172018845,0.14947155269751666,0.002474003594728047,0.005,0.007,1,9,adenosine deaminase,20,"Rare Single Gene Mutation, Genetic Association",2,0,7
CDH22,0.02808086845160332,0.036596137348542536,0.06253184975056211,-0.008515268896939394,0.009,0.013,1,9,cadherin-like 22,20,Genetic Association,3,0,4
SLC12A5,0.5932700754995539,0.5095131515988224,0.0662623145140877,0.08375692390073153,0.198,0.193,1,9,"Solute carrier family 12 (potassium/chloride transporter), member 5",20,Rare Single Gene Mutation,2,0,5
DUSP15,0.12923499708341496,0.10710439717550187,0.5125847033092044,0.02213059990791319,0.035,0.037,1,9,dual specificity phosphatase 15,20,"Rare Single Gene Mutation, Genetic Association",3,0,4
RAD21L1,0.0785399680638109,0.11079766585470902,8.942762808003425e-6,-0.03225769779089811,0.024,0.037,0.1558723557434997,9,RAD21 cohesin complex component like 1,20,Rare Single Gene Mutation,3,0,2
KCNQ2,1.9202498841063955,1.814452959133673,2.692588482690623e-11,0.10579692497272242,0.746,0.764,4.693181725329756e-7,9,potassium voltage-gated channel subfamily Q member 2,20,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,24
GNAS,0.870496959871863,0.8909825279257649,1.437404825691224e-5,-0.02048556805390178,0.314,0.368,0.2505396611179803,9,GNAS complex locus,20,Rare Single Gene Mutation,3,0,8
BCAS1,0.12642738401367046,0.09950442576918436,0.4670403226525126,0.02692295824448597,0.026,0.024,1,9,breast carcinoma amplified sequence 1,20,Rare Single Gene Mutation,3,0,3
ADNP,0.21486851548463975,0.20604276847742964,0.28716678214666724,0.008825747007210144,0.067,0.073,1,9,Activity-dependent neuroprotector homeobox,20,"Rare Single Gene Mutation, Syndromic, Functional",1,0,37
KCNB1,0.9199724366431077,0.889239373961014,0.16136167949230315,0.030733062682093526,0.336,0.369,1,9,potassium voltage-gated channel subfamily B member 1,20,"Rare Single Gene Mutation, Syndromic",1,0,5
PREX1,0.7315815834333395,0.7726159389163968,1.1801880932415654e-6,-0.04103435548305734,0.234,0.282,0.020570678465200484,9,"Phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",20,Genetic Association,2,0,1
SAMD11,0.19950286366963707,0.2490651718942113,4.379019477457112e-10,-0.04956230822457419,0.063,0.093,7.632630949207746e-6,9,sterile alpha motif domain containing 11,1,Rare Single Gene Mutation,3,0,2
RERE,1.0668893108999193,0.9808528306066722,0.1908457918362852,0.08603648029324751,0.39,0.408,1,9,Arginine-glutamic acid dipeptide (RE) repeats,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,6
CA6,0.0030993480231658746,9.092632839400079e-4,0.08433908147720812,0.002190084739225929,0.001,0,1,9,carbonic anhydrase VI,1,Rare Single Gene Mutation,3,0,6
CASZ1,0.2757587459909337,0.2182324613837011,0.31121453094255586,0.05752628460723255,0.074,0.07,1,9,castor zinc finger 1,1,Rare Single Gene Mutation,2,0,4
